ID,Description,Is Active,Creation Date,Mod If Date,Delete Date,Example,Topic Category ID,Creation User ID,Guide,Mod If User ID,Category ID,Delete User ID,Ilg ID,Is Deleted,Sdg ID,Proposal ID,Sa Sb Industry ID,Is Core
692,"Climate change affects companies in the industry via frequent or high-impact extreme weather events and changing climate patterns. The manner in which a company’s business model is structured to incorporate ongoing assessments of climate change risks, and the adaptation to such risks, is likely to be increasingly connected to company value over the long term. More specifically, investment strategies with assets located on floodplains and in coastal regions that are exposed to inclement weather may have increased needs around risk mitigation and business model adaptation to climate change over the long term. These strategies are especially important in light of the long-term challenges associated with flood insurance rates, the financial stability of government-subsidized flood insurance programs, and financing stipulations or other creditor concerns. Besides insurance, other risk mitigation measures include improvements to physical asset resiliency and lease terms that transfer risk to tenants, although these measures can create their own costs and risks for real estate companies. To ensure long-term growth and protection of shareholder value, companies need to implement climate change adaptation strategies that are comprehensive, account for trade-offs between various risk mitigation strategies, and integrate consideration of all projected costs and benefits over the long term.",0,,,,,133,1,,,,,,False,,,49,False
693,"Real estate assets consume significant amounts of energy, primarily related to space heating, ventilating, air conditioning, water heating, lighting, and the use of equipment and appliances. The type of energy used, magnitude of consumption, and strategies for energy management are highly dependent on the real estate asset class, among other factors. Generally, grid electricity consumption is the predominant form of consumed energy, though on-site fuel combustion and renewable energy production also serve an important roles. Energy costs may be borne by companies in the industry and/or the property occupants; either way, energy management is a significant industry issue. To the extent that the real estate owner assumes direct responsibility for energy costs, such costs often represent significant operating costs, inherently indicating the importance of energy management. Energy pricing volatility and a general trend of electricity price increases, energy-related regulations, wide variations in energy performance across the existing building stock, and opportunities for efficiency improvements through economically attractive capital investments all further point to the importance of energy management. Energy costs assumed by occupants, either in whole or in part, are nonetheless likely to significantly impact companies in the industry, albeit through differing channels. Building energy performance is a notable driver of tenant demand, as it allows them to control operating costs, mitigate the environmental impacts of operations, and, often just as importantly, maintain a reputation for resource conservation. Additionally, real estate owners may be exposed to energy-related regulations even when energy costs are the responsibility of occupants. Overall, companies in the industry that effectively manage the energy performance of their assets may see reduced operating costs and regulatory risks, as well as increased tenant demand, rental rates, and occupancy rates—all of which drive revenue and asset value appreciation. Improving the energy performance of assets is highly dependent on property type and location, target tenant market, local building codes, physical and legal opportunities to deploy distributed renewable energy, ability to measure consumption, and performance of existing building stock, among other factors.",0,,,,,9,1,,,,,,False,,,49,False
694,"<p><span style=""font-size: 12pt; font-family: Arial;"" data-sheets-value=""{&quot;1&quot;:2,&quot;2&quot;:&quot;The topic addresses environmental impacts associated with energy consumption. It addresses the company&rsquo;s management of energy in manufacturing and/or for provision of products and services derived from utility providers (grid energy) not owned or controlled by the company. More specifically, it includes management of energy efficiency and intensity, energy mix, as well as grid reliance. Upstream (e.g., suppliers) and downstream (e.g., product use) energy use is not included in the scope.\n\nThe topic does not include the energy efficient products of a company. This topic is covered under \&quot;Energy Efficient Solutions\&quot;.\n\nFind out how to treat this topic in this how-to guide.&quot;}"" data-sheets-userformat=""{&quot;2&quot;:1063809,&quot;3&quot;:{&quot;1&quot;:0},&quot;10&quot;:1,&quot;11&quot;:4,&quot;12&quot;:0,&quot;14&quot;:[null,2,0],&quot;15&quot;:&quot;Arial&quot;,&quot;16&quot;:12,&quot;23&quot;:1}"">The topic addresses environmental impacts associated with energy consumption. It addresses the company&rsquo;s management of energy in manufacturing and/or for the provision of products and services derived from utility providers (grid energy) not owned or controlled by the company. More specifically, it includes management of energy efficiency and intensity, energy mix, as well as grid reliance. Upstream (e.g., suppliers) and downstream (e.g., product use) energy use is not included in the scope.<br /><br />The topic does not include the energy-efficient products of a company. This topic is covered under ""Energy Efficient Solutions"".<br /><br />Find out how to treat this topic in this <a href=""https://www.impaakt.com/how-to-guides/operational-energy-consumption"" target=""_blank"" rel=""noopener"">how-to guide</a>.</span></p>",0,,2021-10-28T12:30:35+02:00,,https://app.impaakt.com/analyses/24170,10,1,www.impaakt.com/knowledge-centre/operational-energy-consumption,8355.0,,,,False,,,49,False
696,"Real estate assets generate significant sustainability impacts, including resource consumption—namely energy and water —waste generation, and impacts on occupant health through indoor environmental quality. While companies in the industry own real estate assets, it is the tenant operations of such assets that is a dominant driver of sustainability impacts produced by the built environment. Tenants may design and construct leased spaces according to their operating needs. In turn, their operations consume significant amounts of energy and water, generate waste, and impact the health of those living, working, shopping, or visiting the properties. While these sustainability impacts are often generated by tenant operations and activities, real estate owners have an important role in influencing tenant sustainability impacts. The manner in which companies in the industry structure their agreements, contracts, and relationships with tenants is instrumental in effectively managing the sustainability impacts of their tenants, and ultimately, the impacts of their assets. Managing tenant sustainability impacts may include mitigating the problem of split incentives by aligning both parties’ financial interests with sustainability outcomes, establishing systematic measurement and communication of resource consumption data, creating shared performance goals, and mandating minimum sustainability performance or design requirements, among other strategies. Effective management of tenant sustainability impacts, particularly related to energy, water, and indoor environmental quality, may drive asset value appreciation, increase tenant demand and satisfaction, decrease direct operating costs, and/or decrease risks related to building codes and regulations.",0,,,,,210,1,,,,,,False,,,49,False
697,"The topic ""Wastewater"" addresses a company’s wastewater generation, and other impacts of discharge on water resources. More specifically, the topic also addresses management of wastewater treatments and discharge, including groundwater and aquifer pollution.

When treating ""Wastewater"", the analysis must not attempt to cover multiple topics.",0,,,,,24,1,,,,,,False,,,49,False
698,"<p style=""box-sizing: inherit; border: 0 solid var(--black); margin: 0px 0px 1.5rem; color: #3c4b5f; line-height: 1.5; font-family: Nunito, system-ui, system-ui, -apple-system, sans-serif; background-color: #ffffff;""><br class=""Apple-interchange-newline"" />The topic addresses a company&rsquo;s water use, water consumption, and other impacts of operations on water resources, which may be influenced by regional differences in the availability and quality of and competition for water resources.</p>
<p style=""box-sizing: inherit; border: 0 solid var(--black); margin: 0px 0px 1.5rem; color: #3c4b5f; line-height: 1.5; font-family: Nunito, system-ui, system-ui, -apple-system, sans-serif; background-color: #ffffff;"">More specifically, it addresses strategies including, but not limited to, water efficiency, intensity, and recycling. The topic must assess whether water withdrawal came from regions suffering from water stress, and whether or not the company recycles/reuses the water withdrawn.</p>
<p style=""box-sizing: inherit; border: 0 solid var(--black); margin: 0px 0px 1.5rem; color: #3c4b5f; line-height: 1.5; font-family: Nunito, system-ui, system-ui, -apple-system, sans-serif; background-color: #ffffff;"">To discuss:</p>
<ul style=""box-sizing: inherit; border: 0 solid var(--black); margin: 20px 0px; list-style-position: inside; list-style-image: initial; color: #3c4b5f; font-family: Nunito, system-ui, system-ui, -apple-system, sans-serif; background-color: #ffffff;"">
<li style=""box-sizing: inherit; border: 0 solid var(--black); font-size: 1rem; line-height: 1.7; color: #666666;"">How much water was withdrawn</li>
<li style=""box-sizing: inherit; border: 0 solid var(--black); font-size: 1rem; line-height: 1.7; color: #666666;"">If the withdrawn water is from water-stressed areas</li>
<li style=""box-sizing: inherit; border: 0 solid var(--black); font-size: 1rem; line-height: 1.7; color: #666666;"">The actual consumption of the company (deducting how much was recycled)</li>
<li style=""box-sizing: inherit; border: 0 solid var(--black); font-size: 1rem; line-height: 1.7; color: #666666;"">How long-lasting and harmful the environmental impacts are from such water consumption</li>
</ul>",1,,2022-12-22T11:29:31+01:00,,https://app.impaakt.com/analyses/renault-withdrew-997-mn-m3-consumed-256-million-m3-of-water-in-2020-120519,25,1,www.impaakt.com/knowledge-centre/operational-water-consumption,6139.0,2.0,,5.0,False,23.0,,49,False
701,"The business model of real estate services companies is dependent on client trust and loyalty. To ensure long-term, mutually beneficial relationships, companies need to provide services that satisfy the highest professional and ethical standards of the industry. Professional integrity is an important governance issue, as the range of services and the number of professionals within a single organization can make the management of conflicts of interest more challenging. Brokerage and appraisal services may come with particularly high risk of conflicts of interest and negligence. In order to manage and avoid these risks, companies in the industry can implement a range of governance measures, including employee training, oversight, and policies, procedures, and enforcement systems focused on transparency and appropriate disclosures. Effective management of these risks can lead to increased client trust and better brand value in the market, adding to long-term revenue growth. Inadequate management of risks may lead to regulatory fines and penalties, as well as decreased client trust and a loss in business.",0,,,,,211,1,,,,,,False,,,50,False
702,"Restaurant operations have high energy intensity compared to other commercial building operations. Commercial kitchen appliances are extremely energy intensive, and dining areas are typically temperature-controlled for customers. Fossil fuel- based energy production and consumption contribute to significant environmental impacts, including climate change and air pollution, which have the potential to indirectly, yet materially, impact the results of restaurant operations. Regulations on greenhouse gas (GHG) emissions pricing or regulatory incentives for energy efficiency improvements and renewable energy affect conventional and renewable energy prices. Companies that manage energy consumption at company- owned and franchise locations can decrease operational costs through energy efficiency upgrades and limit exposure to GHG emissions regulations through the use of renewable energy resources.",0,,,,,9,1,,,,,,False,,,42,False
703,"The topic addresses environmental impacts associated with energy consumption. It addresses the company’s management of energy in manufacturing and/or for provision of products and services derived from utility providers (grid energy) not owned or controlled by the company. More specifically, it includes management of energy efficiency and intensity, energy mix, as well as grid reliance. Upstream (e.g., suppliers) and downstream (e.g., product use) energy use is not included in the scope. 

The topic does not include the energy efficient products of a company. This topic is covered under ""Energy Efficient Solutions"".",0,,,,,10,1,,,,,,False,,,42,False
705,"<p>Food waste is generated during the preparation process as well as by unconsumed food. Food loss and waste represent a loss of resources used in food production, which include land, water, energy, and agricultural chemicals. Additionally, food waste can generate greenhouse gas (GHG) emissions during landfill decomposition. Food loss and waste also highly contribute to food insecurity and hunger.</p>
<p>To include:</p>
<ul>
<li>The absolute amount of food wasted by the company (scale)</li>
<li>What environmental impacts food waste has on the planet</li>
<li>How long-lasting and detrimental these impacts are (depth and persistence)</li>
<li>What social impacts food waste has on the economy (financial loss) and on hunger (number of people this amount could have fed)</li>
<li>Remediation measures if relevant (i.e., converting food to energy, etc.)</li>
<li>The impact of food waste should be contextualized, for example by looking into how many GHG emissions it is likely to cause, or similar analysis</li>
<li>Where along the chain most of the food is wasted, and what types of food are wasted</li>
</ul>
<p>Not to include:</p>
<ul>
<li>Other Types of Waste</li>
<li>Operational Waste Production</li>
</ul>",1,,2022-11-21T11:17:37+01:00,,https://app.impaakt.com/analyses/yum-brands-generated-12mn-t-of-food-waste-in-2020-while-it-donated-only-017-of-it-94103,126,1,https://www.impaakt.com/knowledge-centre/food-waste,14662.0,1.0,,4.0,False,29.0,,42,False
706,"<p>Food ingredient deliveries to restaurants are a significant source of packaging waste. Packaging waste includes packaging received from suppliers and packaging disposed of by consumers in the restaurant areas. In addition, limited-service restaurants make heavy use of disposable tableware to serve customers and for (home) deliveries.</p>
<p>The impact of the company lies in the absolute amount of products sold and whether the products can easily be recycled.</p>
<p>To include:</p>
<ul>
<li>How much packaging is used/wasted in restaurants and for deliveries (scale)</li>
<li>Disclose the types of waste and materials (bottles, single-use plastics, etc.)</li>
<li>Discuss their impact on the environment when entering into the ecosystem</li>
<li>A circular economic model if relevant (take-back initiatives, etc.)</li>
<li>Disclose or estimate using a proxy how much of the products remained unrecycled and thus ended up as absolute waste in the environment</li>
</ul>
<p>Not to include:</p>
<ul>
<li>Operational Waste Production</li>
<li>Food Waste</li>
</ul>",1,,2022-11-21T10:34:35+01:00,,https://app.impaakt.com/analyses/starbucks-generated-147411-tonnes-of-hardly-recyclable-materials-from-its-coffee-cups-in-2020-62554,47,1,https://www.impaakt.com/knowledge-centre/product-waste,6139.0,1.0,,4.0,False,29.0,,42,False
707,"<p><span style=""font-family: Arial; font-size: 16px;"">The topic addresses issues involving unintended characteristics of products sold or services provided that may create health or safety risks to end-users. It addresses a company&rsquo;s ability to offer manufactured products and/or services that meet customer expectations with respect to their health and safety characteristics. It includes, but is not limited to, recalls and market withdrawals, malfunctions that cause accidents, and chemicals/content/ingredient management in products.</span><br style=""font-family: Arial; font-size: 16px;"" /><br style=""font-family: Arial; font-size: 16px;"" /><span style=""font-family: Arial; font-size: 16px;"">Find out how to treat this topic in this&nbsp;</span><a style=""font-family: Arial; font-size: 16px;"" href=""https://www.impaakt.com/how-to-guides/product-safety"" target=""_blank"" rel=""noopener"">how-to guide</a><span style=""font-family: Arial; font-size: 16px;"">.</span></p>",0,,2021-11-01T13:48:24+01:00,,https://app.impaakt.com/analyses/9890/polaris-failed-to-report-manufacturing-defects-in-vehicles-that-caused-burn-incidents-and-fatalities,20,1,www.impaakt.com/knowledge-centre/product-safety,8355.0,,,,False,,,42,False
708,"Both food preparation methods and quality of ingredients can impact food safety in the Restaurants industry. Restaurant food safety is especially challenging to manage with a broad supply chain. The global nature of the industry as well as the franchising model make it difficult for restaurant companies to ensure the safety of their food supplies. Failure to monitor the quality of supplied products may increase a company’s risk of supply disruptions as well as negative publicity. Food safety issues, such as foodborne illness concerns, in either company-owned or franchise-operated locations can affect the core of a restaurant’s reputation. Reputational damage from food safety issues tends to have a long-term impact. Companies that adhere to industry standards for food preparation and safety are likely to be better positioned to protect shareholder value.",0,,,,,213,1,,,,,,False,,,42,False
709,"<p>The topic addresses the company&rsquo;s ability to uphold commonly accepted labor standards in the supply chain, including compliance with labor laws and internationally accepted norms and standards.&nbsp;</p>
<p>This includes, but is not limited to, ensuring basic human rights related to child labor, forced or bonded labor, exploitative labor, and other basic workers' rights. The topic further addresses a company&rsquo;s relationship with organized labor and freedom of association.&nbsp;</p>
<p>To include:</p>
<ul>
<li>If possible, how many suppliers and/or employees are in the supply chain (number of indirect jobs only)</li>
<li>Quality of those indirect jobs: wages, working conditions (forced labor, child labor, exploitation, trafficking), unions, etc.</li>
<li>What labor standards and other basic worker rights have been violated&nbsp;</li>
<li>How long-lasting and deep the impacts are on the workers</li>
</ul>
<p>Not to include:</p>
<ul>
<li>How workers in the supply chain have been empowered</li>
</ul>",1,,2022-07-05T18:34:38+02:00,,https://app.impaakt.com/analyses/30097/restaurant-brands-sources-meat-from-brazilian-suppliers-tainted-with-human-rights-violation,62,1,www.impaakt.com/knowledge-centre/labour-practices,14464.0,2.0,,3.0,False,25.0,,42,False
710,"Public health concerns around obesity have put the Restaurant industry under a spotlight. Restaurants are increasingly pressured to improve the nutritional content of menu offerings and to increase transparency around the content of menu offerings, such as publishing calorie counts. Demand in the Restaurant industry is increasingly driven by consumer preferences for choices that are more healthful. Companies that are able to offer more nutritious menu options are likely to capture new markets for health-conscious consumers and improve market share with consumers. A higher share of nutritious options may have a beneficial effect on a company’s reputation and revenue growth in the long term.",0,,,2022-12-13T09:51:44+01:00,,129,1,,,,6139.0,,True,,,42,False
711,"<p>Key nutritional and health concerns such as obesity, ingredient safety, and nutritional value are shaping the Restaurants industry&rsquo;s landscape. The health and nutrition characteristics of the industry&rsquo;s products and ingredients are of growing concern, and they have full responsibility for the recipes they sell. Restaurants are increasingly pressured to improve the nutritional content of menu offerings and to increase transparency around the content of menu offerings, such as publishing calorie counts.</p>
<p>To discuss:</p>
<ul>
<li>What health issues arise from consumption and how the products are considered unhealthy (fast food, nutrition, chemicals, etc.)</li>
<li>What healthy food are offered and how is that catering to a specialised diet&nbsp;</li>
<li>How many products are considered unhealthy versus healthy (%)</li>
<li>How many people consume these processed foods and other products (scale)</li>
<li>How long-lasting and profound these health impacts are (depth and persistence)</li>
</ul>
<p>Not to discuss:</p>
<ul>
<li>Positive Health Impacts</li>
<li>Product Quality &amp; Safety (recalls, one-off events, etc.)</li>
</ul>",1,,2022-12-16T14:18:53+01:00,,https://app.impaakt.com/analyses/21549/a-single-meal-at-darden-restaurants-contains-more-calories-than-the-recommended-daily-intake-limit,241,1,https://www.impaakt.com/knowledge-centre/adverse-health-impacts-from-products-or-services,6139.0,1.0,,1.0,False,20.0,,42,False
712,"Public health concerns around obesity have put the Restaurant industry under a spotlight. Restaurants are increasingly pressured to improve the nutritional content of menu offerings and to increase transparency around the content of menu offerings, such as publishing calorie counts. Demand in the Restaurant industry is increasingly driven by consumer preferences for choices that are more healthful. Companies that are able to offer more nutritious menu options are likely to capture new markets for health-conscious consumers and improve market share with consumers. A higher share of nutritious options may have a beneficial effect on a company’s reputation and revenue growth in the long term.",0,,,,,20,1,,,,,,False,,,42,False
713,"<p>This topic addresses how a company empowers people and communities in its own supply chain, and its ability to ensure diverse suppliers' access to resources and secure livelihoods, specifically in the context of underserved population groups.</p>
<p>Empowerment and securing livelihoods can be addressed mainly through the company's core business activities. If the impact is significant, the analysis can also discuss empowerment through the company's initiatives, projects, opportunities, etc. It includes, but is not limited to, smallholder and farmers, women, indigenous businesses, local suppliers, and SME empowerment in the supply chain in emerging markets.</p>
<p>To discuss:</p>
<ul>
<li>The actual and direct impact of the company on specific communities</li>
<li>How this has allowed communities' access to resources</li>
<li>In what ways and how many people are being empowered (scale)</li>
<li>How profound and long-lasting the impacts are (depth and persistence)</li>
</ul>
<p>Not to discuss:</p>
<ul>
<li>Labor Practices (i.e., forced labor, exploitation, child labor, etc.)</li>
<li>Ecological Impacts (i.e., crop yields, biodiversity, land use, etc.)</li>
<li>Peripheral philanthropic initiatives or donations</li>
</ul>",1,,2022-07-05T18:34:39+02:00,,https://app.impaakt.com/analyses/45100/through-training-and-microloans-nestl-supports-the-livelihoods-500k-farmers-in-its-supply-chain,329,1,https://www.impaakt.com/knowledge-centre/supply-chain-empowerment,14464.0,2.0,,1.0,False,18.0,,42,False
714,"Water is used throughout restaurant operations, from cooking and dishwashing to cleaning. The restaurant format, size, and equipment all affect water use. Restaurants located in water-stressed regions may be exposed to water usage restrictions or face high water costs. Long-term historic increases in the costs of water, and expectations around continued increases due to overconsumption and constrained supplies resulting from population growth and shifts, pollution, and climate change, indicate the heightened importance of water management. Companies can reduce water use and associated operational costs through implementing water-efficient practices and using water-efficient commercial kitchen equipment.",0,,,,,24,1,,,,,,False,,,42,False
715,"<p style=""box-sizing: inherit; border: 0 solid var(--black); margin: 0px 0px 1.5rem; color: #3c4b5f; line-height: 1.5; font-family: Nunito, system-ui, system-ui, -apple-system, sans-serif; background-color: #ffffff;"">The topic addresses a company&rsquo;s water use, water consumption, and other impacts of operations on water resources, which may be influenced by regional differences in the availability and quality of and competition for water resources.</p>
<p style=""box-sizing: inherit; border: 0 solid var(--black); margin: 0px 0px 1.5rem; color: #3c4b5f; line-height: 1.5; font-family: Nunito, system-ui, system-ui, -apple-system, sans-serif; background-color: #ffffff;"">More specifically, it addresses strategies including, but not limited to, water efficiency, intensity, and recycling. The topic must assess whether water withdrawal came from regions suffering from water stress, and whether or not the company recycles/reuses the water withdrawn.</p>
<p style=""box-sizing: inherit; border: 0 solid var(--black); margin: 0px 0px 1.5rem; color: #3c4b5f; line-height: 1.5; font-family: Nunito, system-ui, system-ui, -apple-system, sans-serif; background-color: #ffffff;"">To discuss:</p>
<ul style=""box-sizing: inherit; border: 0 solid var(--black); margin: 20px 0px; list-style-position: inside; list-style-image: initial; color: #3c4b5f; font-family: Nunito, system-ui, system-ui, -apple-system, sans-serif; background-color: #ffffff;"">
<li style=""box-sizing: inherit; border: 0 solid var(--black); font-size: 1rem; line-height: 1.7; color: #666666;"">How much water was withdrawn</li>
<li style=""box-sizing: inherit; border: 0 solid var(--black); font-size: 1rem; line-height: 1.7; color: #666666;"">If the withdrawn water is from water-stressed areas</li>
<li style=""box-sizing: inherit; border: 0 solid var(--black); font-size: 1rem; line-height: 1.7; color: #666666;"">The actual consumption of the company (deducting how much was recycled)</li>
<li style=""box-sizing: inherit; border: 0 solid var(--black); font-size: 1rem; line-height: 1.7; color: #666666;"">How long-lasting and harmful the environmental impacts are from such water consumption</li>
</ul>",1,,2022-12-22T11:29:31+01:00,,https://app.impaakt.com/analyses/renault-withdrew-997-mn-m3-consumed-256-million-m3-of-water-in-2020-120519,25,1,www.impaakt.com/knowledge-centre/operational-water-consumption,6139.0,2.0,,5.0,False,23.0,,42,False
716,"<p>The topic addresses the company&rsquo;s ability to uphold commonly accepted labour standards in the supply chain, including compliance with labour laws and internationally accepted norms and standards.&nbsp;This includes, but is not limited to, ensuring basic human rights related to child labour, forced or bonded labour, exploitative labour, and other basic workers' rights. The topic further addresses a company&rsquo;s relationship with organised labour and freedom of association.&nbsp;</p>
<p>The road transportation industry requires a large amount of manual labor. Many destructive tests are performed during the design phase, with fast-moving and/or flying objects, high temperatures, chemicals, high electrical power, early prototype driving, and others. The production itself also involves very dense and heavy components carried up in the air by robots and high temperatures, high electrical power, chemical treatments, and repeating tasks that could lead to musculoskeletal disorders, etc. Fatalities and injuries may occur during the design phase and production. Although the automobile industry has implemented measures to reduce accident rates, the health &amp; safety of the workforce remains at risk.</p>
<p>To include:</p>
<ul>
<li>If possible, how many suppliers and/or employees are in the supply chain (number of indirect jobs only)</li>
<li>Quality of those indirect jobs: wages, working conditions (forced labor, child labor, exploitation, trafficking), unions, etc.</li>
<li>What labor standards and other basic worker rights have been violated</li>
<li>The absolute impact in terms of fatalities and injuries, types of injuries and sicknesses and how these occurred, and nature of the employees' work and their contracts</li>
<li>Use of metrics (like TRIF and LTIR) to calculate the absolute impact and as a comparison the industry average&nbsp;</li>
<li>How long-lasting and deep the impacts are on the workers</li>
</ul>
<p>Not to include:</p>
<ul>
<li>How workers in the supply chain have been empowered</li>
</ul>",1,,2022-10-21T09:47:54+02:00,,https://app.impaakt.com/notes/in-2020-comfortdelgro-saw-147-injuries-equal-to-282-injuries-per-week-or-1-injury-per-25-days-28183,62,1,https://www.impaakt.com/knowledge-centre/workforce-health-safety,6139.0,2.0,,3.0,False,25.0,,77,False
717,"Road transportation involves inherent dangers, including accidents resulting from mechanical failure or human error. Companies in this industry take measures to train drivers and maintenance staff to minimize accidents.",0,,,2022-12-13T09:50:42+01:00,https://app.impaakt.com/analyses/26764,28,1,,,,6139.0,,True,,,77,False
718,"<p>The topic addresses air pollution impacts resulting from stationary (e.g., factories, power plants) and mobile sources (e.g., trucks, delivery vehicles, planes) as well as industrial emissions. Relevant airborne pollutants include, but are not limited to, oxides of nitrogen (NOx), oxides of sulfur (SOx), volatile organic compounds (VOCs), heavy metals, particulate matter, and chlorofluorocarbons.</p>
<p>To discuss:</p>
<ul>
<li>What pollutants are emitted and in what concentrations (scale) both from the operations and product use</li>
<li>How this contributes to adverse health impacts</li>
</ul>
<p>Not to discuss:</p>
<ul>
<li>GHG emissions</li>
</ul>",1,,2023-01-04T17:29:51+01:00,,https://app.impaakt.com/analyses/ksths-operations-resulted-in-3107-tonnes-of-toxic-air-pollutants-emissions-in-2020-56760,350,1,https://www.impaakt.com/knowledge-centre/adverse-health-impacts-on-communities,6139.0,1.0,,1.0,False,20.0,,77,False
719,"The Road Transportation industry faces challenges with driver recruitment and retention. A growing labor shortage, due in part to the challenging working conditions in the industry as well as to regulations that limit working hours, may raise labor costs and lower industry revenue. Time-critical deliveries are demanding for drivers, who may experience long and often odd hours behind the wheel, lengthy stays away from home, lack of sleep, and feelings of isolation. These factors, in combination with high injury and illness rates, largely due to accidents, make it difficult to recruit new drivers and to retain existing staff. Companies that offer better driver working conditions may benefit from lower turnover rates, higher productivity, and the ability to hire staff to expand operations and increase revenue.",0,,,,,216,1,,,,,,False,,,77,False
720,"<p>The topic addresses the company's greenhouse gas (GHG) emissions through its operations.</p>
<p>To include:</p>
<ul>
<li>Please tailor the introduction to the industry being assessed.</li>
<li>Scope 1, 2, and 3</li>
<li>If a company is under-reporting its Scope 3, use a proxy or competitor information to calculate the more accurate totality.</li>
<li>If available, the efforts made to transition to renewable energy, either distributed, generated, and/or stored expressed in GWh.
<ul>
<li>Not to include investments/green bonds.</li>
</ul>
</li>
<li>The total operational energy consumption and the % of renewable energy consumed.</li>
</ul>
<p>Reporting includes direct (Scope 1) GHG emissions from stationary (e.g., factories, power plants) and mobile sources (e.g., trucks, delivery vehicles, planes), whether a result of the combustion of fuel or non-combusted direct releases during activities such as natural resource extraction, power generation, land use, or biogenic processes.</p>
<p>The topic also addresses indirect (Scope 2 and Scope 3) GHG emissions that a company generates through purchasing electricity, heat, or steam, and all of the emissions not included in Scope 1 or 2. This includes emissions from purchased goods and services, business travel, employee commuting, waste disposal, use of sold products, transportation and distribution (up and downstream), investments, leased assets, franchises, etc.</p>
<p>The seven GHGs covered under the Kyoto Protocol are included within the topic: carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O), hydrofluorocarbons (HFCs), perfluorocarbons (PFCs), sulfur hexafluoride (SF6), and nitrogen trifluoride (NF3).</p>",1,,2022-09-14T20:26:40+02:00,,https://app.impaakt.com/analyses/amazon-reported-its-scope-1-2-and-3-emissions-to-be-over-71-million-tco2e-in-2021-11453,22,1,www.impaakt.com/knowledge-centre/greenhouse-gas-emissions,6139.0,2.0,,6.0,False,30.0,,77,False
726,"Security and commodity exchanges are responsible for the oversight of member companies. Specifically, firms in this industry monitor membership information and regulatory compliance to ensure market integrity and transparency. For example, in the U.S., they investigate and prosecute member companies that violate the Securities and Exchange Act. Recent controversies relating to market manipulation, tax fraud, investor protection rules, and anti-trust have raised concern about conflicts of interest that arise due to security and commodity exchanges’ position as self-regulatory organizations (SROs). Rapid innovation in financial markets provides significant opportunities to enhance profitability. However, exchanges must continue to fulfill their responsibilities as SROs to ensure open and fair access to all investors, to publish rules and fees, and to oversee trading. Companies that avoid fraudulent or unethical activities will maintain market integrity, limit reputational damage, and ensure their long-term sustainable growth.",0,,,2022-12-13T13:02:40+01:00,,217,1,,,,6139.0,,True,,,33,False
727,"Security and commodity exchanges have a responsibility to ensure equal access to capital markets for all investors. As public markets, these companies play a critical role in efficient capital allocation and the equal application of rules to all participants. In addition, companies must manage the release of public information to prevent asymmetries. Further, with the advent of high-frequency trading there is heightened concern that technology can lead to advantages for certain traders at the expense of others. Information asymmetries that lead to unfair arbitrage could result in litigations and, potentially, regulatory penalties, additional regulatory oversight and compliance costs, as well as reputational damage that may hurt trading volumes and thus revenues. Disclosure of policies relating to information releases, halts of trading, and the risks and opportunities associated with algorithmic or high-frequency trading will allow investors to further understand how security and commodity exchanges protect shareholder value.",0,,,,,218,1,,,,,,False,,,33,False
728,"The long-term impact on worker health from chemical usage in semiconductor manufacturing is a major area of concern for the industry. Workers in fabrication facilities, particularly maintenance workers, are at risk of exposure to chemicals known to be hazardous to human health. Violations of health and safety standards can result in monetary penalties and additional costs of corrective actions, with an impact on net profits and contingent liabilities. Furthermore, such violations can also lead to non-monetary penalties and reputational impacts which can decrease revenues, as well as market share. Effective management of health and safety issues include implementing effective engineering controls, introducing less hazardous chemicals where possible or using smaller amounts, and seeking chemicals presenting the fewest risks to the workforce. In addition to protecting brand value, companies taking these measures can also protect themselves from adverse legal outcomes related to both regulated and unregulated hazardous substances.",0,,2021-11-23T09:20:00+01:00,,,68,1,,8355.0,,,,False,,,66,False
729,"<p dir=""ltr"">This topic addresses the impact of products and services that allow individuals and other businesses to consume energy more efficiently and reduce electricity consumption. The topic does not include the energetic consumption of a company. This topic is covered under ""Operational Energy Consumption"".</p>
<p dir=""ltr"">Some examples include but are not limited to: led lighting, construction materials such as insulation technology, insulating windows and roofing.</p>",0,,2021-11-08T08:01:13+01:00,,https://app.impaakt.com/analyses/15131/acuity-brands-customer-energy-savings-were-13-dot-3-bn-kwh-due-to-energyefficient-products,45,1,www.impaakt.com/knowledge-centre/green-technologies,8355.0,,,,False,,,66,False
